Master_Group_Code,item_code,bill_no,brcode,Tran_Type,d_date,year,month,monthnumber,Year_Month_Brcode,Tran_Month,Channel,qty,Disc_Amt,Net_Sales,Margin_Value,MRP_Value,Spl_disc_Amt,Tot_Disc_Amt,Cost_Value,Main_Category,pl_Flag
-,369542,614/2022/S/2109,614,Sales,2022-04-07T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,80.36,24.11,80.36,0.0,0.0,56.25,FMCG,OTHERS
GM0003,210831,614/2022/S/6708,614,Sales,2022-04-19T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,4.42,39.77,5.25,4.42,0.01,4.43,34.52,PHARMA,OTHERS
GM0004,204980,614/2022/S/10770,614,Sales,2022-04-30T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,9.81,88.28,12.64,9.81,0.01,9.82,75.64,PHARMA,OTHERS
GM0001,205441,614/2022/S/6705,614,Sales,2022-04-19T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,6.36,57.2,-1.25,63.56,0.0,6.36,58.45,FMCG,OTHERS
GM0007,361674,614/2022/S/10770,614,Sales,2022-04-30T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,4.51,40.59,5.46,3.01,0.0,4.51,35.13,PHARMA,OTHERS
GM0008,372459,614/2022/S/1894,614,Sales,2022-04-06T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,42.37,4.47,42.37,0.0,0.0,37.90,FMCG,OTHERS
GM0003,237145,614/2022/S/6705,614,Sales,2022-04-19T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,76.61,21.07,76.61,0.0,0.0,55.54,PHARMA,OTHERS
GM0003,300836,614/2022/S/4177,614,Sales,2022-04-12T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,33.81,9.9,33.81,0.0,0.0,23.91,PHARMA,OTHERS
GM0003,309052,614/2022/S/1285,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,105.36,29.91,105.36,0.0,0.0,75.45,PHARMA,OTHERS
GM0018,354111,614/2022/S/9709,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,35.71,14.69,35.71,0.0,0.0,21.02,FMCG,PL
GM0018,354112,614/2022/S/1922,614,Sales,2022-04-06T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,35.71,14.7,35.71,0.0,0.0,21.01,FMCG,PL
GM0018,354112,614/2022/S/9709,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,35.71,14.69,35.71,0.0,0.0,21.02,FMCG,PL
GM0012,362548,614/2022/S/1922,614,Sales,2022-04-06T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,107.14,44.08,107.14,0.0,0.0,63.06,FMCG,PL
GM0012,362549,614/2022/S/1922,614,Sales,2022-04-06T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,214.28,88.17,214.29,0.0,0.0,126.11,FMCG,PL
GM0012,362550,614/2022/S/1922,614,Sales,2022-04-06T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,214.28,88.17,107.14,0.0,0.0,126.11,FMCG,PL
GM0012,362551,614/2022/S/1922,614,Sales,2022-04-06T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,107.14,44.08,107.14,0.0,0.0,63.06,FMCG,PL
GM0012,362551,614/2022/S/6705,614,Sales,2022-04-19T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,214.28,88.17,107.14,0.0,0.0,126.11,FMCG,PL
GM0003,238968,614/2022/S/7751,614,Sales,2022-04-22T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,35.00,315.0,45.1,17.50,0.0,35.0,269.90,PHARMA,OTHERS
GM0003,249012,614/2022/S/2476,614,Sales,2022-04-08T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,16.07,144.64,20.74,10.71,0.0,16.07,123.90,PHARMA,OTHERS
GM0007,362147,614/2022/S/9399,614,Sales,2022-04-26T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,32.20,289.83,44.07,322.03,0.0,32.2,245.76,PHARMA,OTHERS
GM0007,364192,614/2022/S/9580,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,3.00,293.64,1663.98,124.64,130.51,0.0,293.64,1539.34,PHARMA,OTHERS
GM0001,263613,614/2022/S/9738,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,17.86,1.97,17.86,0.0,0.0,15.89,FMCG,OTHERS
GM0001,270291,614/2022/S/9960,614,Sales,2022-04-28T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,6.00,0.00,90.0,9.0,15.00,0.0,0.0,81.00,FMCG,OTHERS
GM0001,290931,614/2022/S/9738,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,35.71,3.93,17.86,0.0,0.0,31.78,FMCG,OTHERS
GM0001,264213,614/2022/S/4126,614,Sales,2022-04-12T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,25.42,6.35,25.42,0.0,0.0,19.07,FMCG,OTHERS
GM0001,264213,614/2022/S/4549,614,Sales,2022-04-13T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,25.42,6.35,25.42,0.0,0.0,19.07,FMCG,OTHERS
GM0001,264233,614/2022/S/10464,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,33.9,8.48,16.95,0.0,0.0,25.42,FMCG,OTHERS
GM0001,267486,614/2022/S/7544,614,Sales,2022-04-21T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,25.42,6.35,25.42,0.0,0.0,19.07,FMCG,OTHERS
GM0001,285028,614/2022/S/4549,614,Sales,2022-04-13T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,33.9,8.48,33.90,0.0,0.0,25.43,FMCG,OTHERS
GM0001,299744,614/2022/S/5716,614,Sales,2022-04-17T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,25.42,6.35,25.42,0.0,0.0,19.07,FMCG,OTHERS
GM0001,344040,614/2022/S/9709,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,55.08,13.77,55.09,0.0,0.0,41.32,FMCG,OTHERS
GM0004,204113,614/2022/S/6708,614,Sales,2022-04-19T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.43,3.89,0.25,0.31,0.01,0.44,3.64,PHARMA,OTHERS
GM0004,217860,614/2022/S/6708,614,Sales,2022-04-19T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,9.70,87.26,12.49,6.93,0.01,9.709999999999999,74.77,PHARMA,OTHERS
GM0007,227357,614/2022/S/4693,614,Sales,2022-04-14T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,162.5,45.38,10.83,0.0,0.0,117.12,PHARMA,OTHERS
GM0007,242126,614/2022/S/3032,614,Sales,2022-04-09T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,3.34,30.07,4.75,3.34,0.0,3.34,25.32,PHARMA,OTHERS
GM0007,320136,614/2022/S/10032,614,Sales,2022-04-28T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,3.00,49.42,280.04,41.51,10.98,0.0,49.42,238.53,PHARMA,OTHERS
GM0003,321400,614/2022/S/10032,614,Sales,2022-04-28T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,47.14,267.14,21.62,15.71,0.0,47.14,245.52,PHARMA,OTHERS
GM0007,326190,614/2022/S/9000,614,Sales,2022-04-25T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,37.50,337.49,69.89,26.79,0.01,37.51,267.60,PHARMA,OTHERS
GM0007,202959,614/2022/S/1790,614,Sales,2022-04-06T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,48.21,15.41,48.21,0.0,0.0,32.80,PHARMA,OTHERS
GM0003,235706,614/2022/S/3023,614,Sales,2022-04-09T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,5.00,22.01,198.08,115.62,88.04,0.01,22.020000000000003,82.46,PHARMA,OTHERS
GM0005,286659,614/2022/S/4647,614,Sales,2022-04-14T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.30,0.00,30.53,22.11,10.18,0.0,0.0,8.42,PHARMA,OTHERS
GM0003,304654,614/2022/S/267,614,Sales,2022-04-01T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,3.28,29.54,4.73,1.10,0.03,3.3099999999999996,24.81,PHARMA,OTHERS
GM0003,304654,614/2022/S/6708,614,Sales,2022-04-19T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,3.28,29.54,7.97,1.10,0.03,3.3099999999999996,21.57,PHARMA,OTHERS
GM0007,323472,614/2022/S/10032,614,Sales,2022-04-28T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.33,13.33,75.51,8.34,17.77,0.01,13.34,67.17,PHARMA,OTHERS
-,219118,614/2022/S/9399,614,Sales,2022-04-26T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,41.53,5.03,41.53,0.0,0.0,36.50,FMCG,OTHERS
GM0004,229492,614/2022/S/7913,614,Sales,2022-04-22T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,57.76,15.07,5.78,0.01,0.01,42.69,PHARMA,OTHERS
GM0007,321651,614/2022/S/5855,614,Sales,2022-04-17T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,80.98,18.55,8.10,0.0,0.0,62.43,PHARMA,OTHERS
GM0007,327876,614/2022/S/10032,614,Sales,2022-04-28T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,24.43,138.41,15.32,5.43,0.03,24.46,123.09,PHARMA,OTHERS
GM0007,359231,614/2022/S/10032,614,Sales,2022-04-28T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,73.66,417.38,45.38,16.37,0.03,73.69,372.00,PHARMA,OTHERS
GM0007,364924,614/2022/S/1742,614,Sales,2022-04-05T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,26.68,240.11,34.38,266.79,0.0,26.68,205.73,PHARMA,OTHERS
GM0004,210570,614/2022/S/267,614,Sales,2022-04-01T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,12.80,115.19,8.61,127.99,0.0,12.8,106.58,PHARMA,OTHERS
GM0007,332747,614/2022/S/9580,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,4.00,78.21,443.19,49.23,8.69,0.0,78.21,393.96,PHARMA,OTHERS
-,243365,614/2022/S/798,614,Sales,2022-04-03T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,550.85,62.41,550.85,0.0,0.0,488.44,FMCG,OTHERS
GM0012,289034,614/2022/S/3032,614,Sales,2022-04-09T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,266.95,64.15,266.95,0.0,0.0,202.80,FMCG,PL
GM0007,244802,614/2022/S/10335,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,37.05,333.48,47.74,370.54,0.0,37.05,285.74,PHARMA,OTHERS
GM0008,286597,614/2022/S/1289,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,107.14,25.98,107.14,0.0,0.0,81.16,FMCG,OTHERS
-,311900,614/2022/S/1289,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,107.14,23.27,107.14,0.0,0.0,83.87,FMCG,OTHERS
GM0011,361168,614/2022/S/3669,614,Sales,2022-04-11T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,211.02,48.54,211.02,0.0,0.0,162.48,FMCG,PL
-,327901,614/2022/S/6351,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,360.17,107.91,360.17,0.0,0.0,252.26,FMCG,OTHERS
-,333955,614/2022/S/4385,614,Sales,2022-04-13T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,120.0,10.75,120.00,0.0,0.0,109.25,FMCG,OTHERS
GM0007,223319,614/2022/S/2476,614,Sales,2022-04-08T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,15.39,138.53,22.16,15.39,0.01,15.4,116.37,PHARMA,OTHERS
GM0003,318824,614/2022/S/2476,614,Sales,2022-04-08T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,9.71,87.4,17.78,9.71,0.01,9.72,69.62,PHARMA,OTHERS
GM0001,333072,614/2022/S/2109,614,Sales,2022-04-07T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,38.14,4.7,38.14,0.0,0.0,33.44,FMCG,OTHERS
GM0001,250979,614/2022/S/9225,614,Sales,2022-04-26T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,116.07,9.52,116.07,0.0,0.0,106.55,FMCG,OTHERS
GM0007,204009,614/2022/S/5136,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,101.03,572.52,63.32,67.36,0.0,101.03,509.20,PHARMA,OTHERS
GM0007,207916,614/2022/S/8818,614,Sales,2022-04-25T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,9.52,85.67,52.64,95.19,0.0,9.52,33.03,PHARMA,OTHERS
GM0007,208040,614/2022/S/8818,614,Sales,2022-04-25T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,12.50,112.47,43.21,124.96,0.0,12.5,69.26,PHARMA,OTHERS
GM0003,208978,614/2022/S/1024,614,Sales,2022-04-03T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.20,0.00,26.74,9.67,13.37,0.0,0.0,17.07,PHARMA,OTHERS
GM0004,210403,614/2022/S/8124,614,Sales,2022-04-23T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,5.68,32.2,-0.38,3.79,0.0,5.68,32.58,PHARMA,OTHERS
GM0003,213747,614/2022/S/3782,614,Sales,2022-04-11T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,9.61,86.46,12.39,9.61,0.0,9.61,74.07,PHARMA,OTHERS
GM0007,253445,614/2022/S/3658,614,Sales,2022-04-11T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,3.66,32.95,25.08,36.61,0.0,3.66,7.88,PHARMA,OTHERS
GM0007,367764,614/2022/S/4841,614,Sales,2022-04-14T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,23.18,208.6,33.38,231.78,0.0,23.18,175.22,PHARMA,OTHERS
-,305045,614/2022/S/8,614,Sales,2022-04-01T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,21.19,7.04,21.19,0.0,0.0,14.15,FMCG,OTHERS
GM0013,369190,614/2022/S/7519,614,Sales,2022-04-21T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,63.56,23.51,63.56,0.0,0.0,40.05,FMCG,PL
GM0003,208372,614/2022/S/5136,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,48.57,275.22,102.23,32.38,0.0,48.57,172.99,PHARMA,OTHERS
GM0003,210174,614/2022/S/5136,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,72.99,413.62,39.9,486.61,0.0,72.99,373.72,PHARMA,OTHERS
-,367429,614/2022/S/6981,614,Sales,2022-04-20T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,144.07,28.82,144.07,0.0,0.0,115.25,FMCG,OTHERS
GM0001,250099,614/2022/S/8,614,Sales,2022-04-01T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,58.04,8.43,58.04,0.0,0.0,49.61,FMCG,OTHERS
GM0001,335338,614/2022/S/10414,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,13.26,251.92,23.32,265.18,0.0,13.26,228.60,FMCG,OTHERS
GM0001,225548,614/2022/S/8,614,Sales,2022-04-01T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,82.14,17.64,82.14,0.0,0.0,64.50,FMCG,OTHERS
GM0013,300850,614/2022/S/8,614,Sales,2022-04-01T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,50.0,26.37,25.00,0.0,0.0,23.63,FMCG,PL
GM0013,372527,614/2022/S/7519,614,Sales,2022-04-21T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,120.0,38.1,120.00,0.0,0.0,81.90,FMCG,PL
GM0003,257879,614/2022/S/8124,614,Sales,2022-04-23T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,14.77,83.72,2.96,3.28,0.0,14.77,80.76,PHARMA,OTHERS
GM0003,324896,614/2022/S/5376,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,3.00,45.53,409.81,58.66,15.18,0.03,45.56,351.15,PHARMA,OTHERS
GM0005,214457,614/2022/S/7842,614,Sales,2022-04-22T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,4.00,0.00,66.04,49.04,1.65,0.04,0.04,17.00,PHARMA,OTHERS
GM0007,221749,614/2022/S/9920,614,Sales,2022-04-28T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,78.04,26.15,78.04,0.0,0.0,51.89,PHARMA,OTHERS
GM0007,263553,614/2022/S/9739,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.20,0.00,12.5,9.63,6.25,0.0,0.0,2.87,PHARMA,OTHERS
GM0007,301693,614/2022/S/6254,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,10.45,94.02,26.9,104.46,0.0,10.45,67.12,PHARMA,OTHERS
GM0011,361157,614/2022/S/9295,614,Sales,2022-04-26T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,211.02,48.54,211.02,0.0,0.0,162.48,FMCG,PL
GM0003,211344,614/2022/S/6254,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,11.61,104.46,26.57,116.07,0.0,11.61,77.89,PHARMA,OTHERS
GM0003,227602,614/2022/S/7842,614,Sales,2022-04-22T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,52.32,12.93,52.32,0.0,0.0,39.39,PHARMA,OTHERS
GM0007,377334,614/2022/S/5136,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,18.75,106.25,28.65,125.00,0.0,18.75,77.60,PHARMA,OTHERS
-,325474,614/2022/S/6232,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,50.85,22.04,50.85,0.0,0.0,28.81,FMCG,OTHERS
GM0007,202839,614/2022/S/7519,614,Sales,2022-04-21T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,85.71,34.45,85.71,0.0,0.0,51.26,PHARMA,OTHERS
GM0003,238051,614/2022/S/1291,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,176.27,51.52,176.27,0.0,0.0,124.75,PHARMA,OTHERS
GM0007,283094,614/2022/S/10414,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,87.05,24.4,87.05,0.0,0.0,62.65,PHARMA,OTHERS
GM0007,370470,614/2022/S/3658,614,Sales,2022-04-11T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,2.63,23.63,3.79,26.25,0.0,2.63,19.85,PHARMA,OTHERS
GM0007,384521,614/2022/S/8124,614,Sales,2022-04-23T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,3.50,69.17,391.98,200.99,65.88,0.0,69.17,190.99,PHARMA,OTHERS
GM0001,314384,614/2022/S/9739,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,28.57,6.14,28.57,0.0,0.0,22.43,FMCG,OTHERS
GM0007,204047,614/2022/S/8818,614,Sales,2022-04-25T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,2.99,26.89,7.02,29.88,0.0,2.99,19.87,PHARMA,OTHERS
GM0005,208534,614/2022/S/8802,614,Sales,2022-04-25T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.20,0.00,11.07,8.85,5.54,0.0,0.0,2.22,PHARMA,OTHERS
GM0005,208534,614/2022/S/9472,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.20,0.00,11.07,8.9,5.54,0.0,0.0,2.17,PHARMA,OTHERS
GM0007,240207,614/2022/S/6980,614,Sales,2022-04-20T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,107.14,26.14,10.71,0.0,0.0,81.00,PHARMA,OTHERS
GM0004,287536,614/2022/S/6232,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,13.41,4.14,0.90,0.02,0.02,9.27,PHARMA,OTHERS
GM0007,303303,614/2022/S/3782,614,Sales,2022-04-11T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,5.18,46.6,37.61,5.18,0.01,5.1899999999999995,8.99,PHARMA,OTHERS
GM0007,306983,614/2022/S/3988,614,Sales,2022-04-12T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,110.7,36.63,7.38,0.0,0.0,74.07,PHARMA,OTHERS
GM0007,338227,614/2022/S/6980,614,Sales,2022-04-20T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.67,0.00,77.37,17.72,7.74,0.01,0.01,59.65,PHARMA,OTHERS
GM0007,384509,614/2022/S/8,614,Sales,2022-04-01T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.10,0.00,8.04,6.61,8.04,0.0,0.0,1.43,PHARMA,OTHERS
GM0007,387566,614/2022/S/8124,614,Sales,2022-04-23T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,3.00,72.45,410.58,35.73,16.10,0.03,72.48,374.85,PHARMA,OTHERS
GM0001,253992,614/2022/S/7786,614,Sales,2022-04-22T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,47.32,5.0,47.32,0.0,0.0,42.32,FMCG,OTHERS
GM0001,322110,614/2022/S/7786,614,Sales,2022-04-22T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,98.21,11.15,98.21,0.0,0.0,87.06,FMCG,OTHERS
GM0001,331956,614/2022/S/7786,614,Sales,2022-04-22T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,5.00,30.71,3.69,35.71,0.0,5.0,27.02,FMCG,OTHERS
GM0003,248137,614/2022/S/8578,614,Sales,2022-04-24T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,101.87,22.82,10.19,0.01,0.01,79.05,PHARMA,OTHERS
GM0007,260187,614/2022/S/2953,614,Sales,2022-04-09T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,585.00,3315.0,79.51,780.00,0.0,585.0,3235.49,PHARMA,OTHERS
GM0007,298282,614/2022/S/5376,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,6.00,31.20,280.8,37.14,5.20,0.06,31.259999999999998,243.66,PHARMA,OTHERS
GM0004,311789,614/2022/S/3658,614,Sales,2022-04-11T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,5.72,51.44,13.04,1.91,0.0,5.72,38.40,PHARMA,OTHERS
GM0004,319858,614/2022/S/2323,614,Sales,2022-04-07T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,12.00,307.12,1740.32,200.24,17.06,0.12,307.24,1540.08,PHARMA,OTHERS
GM0007,361214,614/2022/S/2323,614,Sales,2022-04-07T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,8.00,348.19,1973.09,181.68,38.69,0.12,348.31,1791.41,PHARMA,OTHERS
GM0003,307288,614/2022/S/5845,614,Sales,2022-04-17T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,30.08,270.76,38.77,300.85,0.0,30.08,231.99,PHARMA,OTHERS
GM0003,226269,614/2022/S/3690,614,Sales,2022-04-11T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,18.52,166.65,23.31,18.52,0.01,18.53,143.34,PHARMA,OTHERS
GM0003,317919,614/2022/S/8578,614,Sales,2022-04-24T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,117.62,26.63,11.76,0.0,0.0,90.99,PHARMA,OTHERS
GM0001,201881,614/2022/S/10414,614,Sales,2022-04-29T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,16.95,1.82,16.95,0.0,0.0,15.13,FMCG,OTHERS
GM0001,292823,614/2022/S/8,614,Sales,2022-04-01T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,33.9,3.63,33.90,0.0,0.0,30.27,FMCG,OTHERS
-,231679,614/2022/S/7153,614,Sales,2022-04-20T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,63.56,8.78,63.56,0.0,0.0,54.78,FMCG,OTHERS
GM0001,255248,614/2022/S/8,614,Sales,2022-04-01T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,33.9,16.51,16.95,0.0,0.0,17.39,FMCG,OTHERS
